148,405
118,401
186,399
88,370
64,331
58,268
51,224
33,189
29,144
32,91
47,41
83,13
139,6
54,143
67,98
111,93
144,96
192,90
227,95
246,137
259,207
258,256
254,315
226,360
294,188
297,142
285,85
257,43
210,13
113,295
143,299
170,290
139,278
139,252
140,219
119,201
89,193
63,202
163,195
198,190
227,199
72,224
119,222
94,232
86,213
106,214
169,220
216,215
195,224
182,206
203,208
104,334
190,326
131,348
167,342
127,322
144,325
167,321
