132,39
188,49
234,73
260,105
284,158
286,198
87,51
54,77
27,119
16,168
14,220
41,237
47,281
55,324
72,362
106,394
148,415
194,407
227,377
252,321
257,266
253,219
44,169
58,116
106,104
139,101
190,101
224,110
241,162
108,327
140,321
155,323
171,317
204,321
176,342
136,345
120,286
149,297
178,285
146,276
145,253
145,222
65,210
97,191
128,200
167,187
208,187
231,202
73,234
88,220
113,217
124,228
101,236
169,223
183,208
205,211
217,221
195,225
